CATEGORY,SUB CATEGORY,UNIT,DESIGNATION,NAME,VPN,MOBILE1,MOBILE2,STD,LANDLINE1,LANDLINE2, FAX,EMAIL,ADDRESS
CATEGORY,"Central Range, EKM",,DYSP Palakkad,,4073,9447582435,,0491,2548510,,,,
CATEGORY,"Northern Range, KKD",,Supdt of Police,,4075,9447500055,,0495,2744395,,,,
CATEGORY,"Northern Range, KKD",,DYSP,,4077,9447582437,,0495,2744396,,,,
CATEGORY,"Northern Range, KKD",,DYSP,,4077,9447582436,,0495,2744396,,,,
CATEGORY,"Northern Range, KKD",,Sr.Supdt,,4077,,,0495,2744396,,,,
CATEGORY,"Northern Range, KKD",,DYSP Malappuram,,4082,9447582439,,0483,2734910,,,,
CATEGORY,"Northern Range, KKD",,DYSP Kozhikode,,4080,9447582438,,0495,2743207,,,,
CATEGORY,"Northern Range, KKD",,DYSP Wayanad,,4084,9447582441,,04936,247310,,,,
CATEGORY,"Northern Range, KKD",,DYSP Kannur,,4086,9447582440,,0497,2707778,,,,
CATEGORY,"Northern Range, KKD",,DYSP Kasargod,,4088,9447582442,,04994,255889,,,,
CATEGORY,Special Cell,,SP TVM,,4023,9447500011,,0471,2559730,,,,
CATEGORY,Special Cell,,DYSP,,4025,9447582419,,0471,2559629,,,,
CATEGORY,Special Cell,,DYSP,,4025,9447582420,,0471,2559629,,,,
CATEGORY,Special Cell,,SP Ernakulam,,4028,9447500033,,0484,2330122,,,,
CATEGORY,Special Cell,,DYSP,,4030,9447582433,,0484,2330123,,,,
CATEGORY,Special Cell,,DYSP,,4032,9447582432,,0484,2331093,,,,
CATEGORY,Special Cell,,SP Kozhikode,,4036,9447500044,,0495,2743205,,,,
CATEGORY,Special Cell,,DYSP,,4038,9447582444,,0495,2743206,,,,
CATEGORY,Special Cell,,DYSP,,4038,9447582443,,0495,2743206,,,,
CATEGORY,Legal Branch,,"Legal Advisor, TVPM",,4090,9497712767,,0471,2462092,,,,
CATEGORY,Legal Branch,,"Addl.LA I, Tvpm",,4090,9497712768,,0471,2462092,,,,
CATEGORY,Legal Branch,,"Addl.LA II, Tvpm",,4090,9497712769,,0471,2462092,,,,
CATEGORY,Legal Branch,,"Addl.LA , Kottayam",,4092,9497712773,,0481,2584144,,,,
CATEGORY,Legal Branch,,Addl.LA MVP,,,9400544699,,0485,2832699,,,,
CATEGORY,Legal Branch,,Addl.LA Thrissur,,4093,9495885092,,0487,2327273,,,,
CATEGORY,Legal Branch,,"Addl.LA -I, Kozhikode",,4094,9447931782,,0495,2366833,,,,
CATEGORY,Legal Branch,,"Addl.LA -II, Kozhikode",,4094,9747388610,,0495,2366833,,,,
CATEGORY,Legal Branch,,Addl.LA TLSY,, ,9447458232,,,,,,,
CATEGORY,,,Director,,17850,9497975905,,0471,2721533,,,,
CATEGORY,,,Director,,,,,0471,2721533,,2721533,,
CATEGORY,,,Joint Director[General],,17851,9497975906,,0471,2722136,,,,
CATEGORY,,,Joint Director [Research],,,9497975907,,0471,2315767,,,,
CATEGORY,,,"Asst.Dir[Biology],FSL",,,9497975908,,0471,2722155,,,,
CATEGORY,,,Asst.Dir[Chemistry],,,9497975910,,0471,2722155,,,,
CATEGORY,,,Asst.Dir[Serology],,,9497975911,,0471,2722155,,,,
CATEGORY,,,Asst.Dir[Explosives],,,9497975912,,0471,2722155,,,,
CATEGORY,,,Asst.Dir[Documents 1],,,9497976074,,0471,2722155,,,,
CATEGORY,,,Asst.dir[Documents 2],,,9497975951,,0471,2722155,,,,
CATEGORY,,,Asst.Dir[Documents 3],,,9497976075,,0471,2722155,,,,
CATEGORY,,,Asst.Dir[Documents Civil],,,9497975916,,0471,2722155,,,,
CATEGORY,,,Asst.Dir[Physics],,,9497976072,,0471,2722155,,,,
CATEGORY,,,Asst. Dir.[Ballistics],,,9497976071,,0471,2722155,,,,
CATEGORY,,,Asst.Dir[Molecular Biology],,,9497976070,,0471,2722155,,,,
CATEGORY,,,Asst.Dir[DNA],,,9497975919,,0471,2722155,,,,
CATEGORY,,,Office Reception,,17852,,,0471,2722155,,,,
CATEGORY,,,Manager,,17852,9497965282,,0471,2722155,,,,
CATEGORY,,,"Scientific Officer, DCRB, TVPM City",,,9497965451,,,,,,,
CATEGORY,,,"Scientific Officer, DCRB, TVPM Rural",,,9497975917,,,,,,,
CATEGORY,,,"Scientic Officer, DCRB, Kollam City",,,9497975918,,,,,,,
CATEGORY,,,"Scientific Officer, DCRB, PTA",,,9497961062,,,,,,,
CATEGORY,,,"Scientific  Officer, DCRB, Alapuzha",,,9497975920,,,,,,,
CATEGORY,,,"Scientific officer, DCRB, Kottayam",,,9494975921,,,,,,,
CATEGORY,,,"Scientific Officer, DCRB, Kochi City",,,9497975922,,,,,,,
CATEGORY,,," Scientific Officer, DCRB, EKM Rural",,,9497975923,,,,,,,
CATEGORY,,,"Scientific Officer, DCRB, TSR City",,,9497980588,,,,,,,
CATEGORY,,,"Scientific Officer, DCRB, DCRB, Thrissur Rural",,,9497975925,,,,,,,
CATEGORY,,,"Scientific Officer, DCRB, Kozhikode City",,,9497976076,,,,,,,
CATEGORY,,,"Scientific Officer, DCRB, Wayanad",,,9497936170,,,,,,,
CATEGORY,,,"Scientific Officer, DCRB, Kannur",,,9497975926,,,,,,,
CATEGORY,"RFSL, Kannur",,Jt. Director,,17853,9497975952,,0497,2763222,,,,
CATEGORY,"RFSL, Kannur",,Jt. Director,,,,,0497,2763222,,2763222,,
CATEGORY,"RFSL, Kannur",,Asst.Dir.RFSL Documents,,17853,9497975927,,0497,2763222,,,,
CATEGORY,"RFSL, Kannur",,Asst.Dir[Chemistry],,17853,9497975914,,0497,2763222,,,,
CATEGORY,"RFSL, Kannur",,Asst. Dir[Biology],,,9497976067,,0497,2763222,,,,
CATEGORY,"RFSL,Thrissur",,Jt.Director,,,9497975915,,0487,2328799,,2328799,,
CATEGORY,"RFSL,Thrissur",,Asst.Director[Documents],,17854,9497975924,,0487,2328799,,,,
CATEGORY,"RFSL,Thrissur",,Asst. Director[Chemistry],,,9497975838,,0487,2328799,,,,
CATEGORY,"RFSL,Thrissur",,Asst.Director[Biology],,,9497976068,,0487,2328799,,,,
CATEGORY,"RFSL,Thrissur",,Asst.Director[Polygraph],,,9497975913,,0487,2328799,,,,
CATEGORY,"RFSL,KOCHI",,Jt.Director,,,9497976073,,,,,,,
CATEGORY,"RFSL,KOCHI",,Asst.Dir[Biology],,,9497940461,,,,,,,
CATEGORY,"RFSL,KOCHI",,Asst.Dir[Physics],,,9497942604,,,,,,,
CATEGORY,,,"DGP, Chairman & MD",,17900,9497996919,,0471,2302201,,,,
CATEGORY,,,Finance Manager,,17902,9497942613,,0471,2302203,,,,
CATEGORY,,,Chief Engineer,,,,,0471,2302202,,,,
CATEGORY,,,Asst. Excecutive Engineer,,,9497942615,,0471,2302204,,,,
CATEGORY,,,Administrative Manager,,,,,0471,2302204,,,,
CATEGORY,,,Office,,,,,0471,2302204,,,,
CATEGORY,SOUTH ZONE,,ADGP [SZ] TVPM,,17910,9497999993,,0471,2323775,,2323573,,
CATEGORY,SOUTH ZONE,,ADGP  Residence,,,,,0471,2334588,,,,
CATEGORY,SOUTH ZONE,,DYSP (MT) SZ,,17911,9497990010,,0471,2323573,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM RANGE,IGP,,17920,9497998993,,0471,2330768,,2330768,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM RANGE,Range office,,17921,,,0471,2330747,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM RANGE,AA,,17921,9497965336,,0471,2330747,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,District Police Chief,,10100,9497996991,,0471,2320579,,2320579,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,DCP L/O & Traffic,,10101,9497996988,,0471,2321676,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,DCP Admin. & Crimes,,10102,9497996987,,0471,2322682,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,"DCP & CSO, Sree Padmanabha Swami Temple",,,9497981198,,0471,2570200,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,City Police Office,,10103,,,0471,2320486,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,Sr.Administrative Assistant,,10103,9497965267,,0471,2320486,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,Manager,,10103,9497965286,,0471,2320486,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,AO,,10103,9497965313,,0471,2320486,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,Senior Superintendent,,10103,9497965273,,0471,2320486,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,AC Special Branch,,10104,9497990001,,0471,2321399,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,Ac DCRB,,,9497990000,,0471,,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,AC Narcotic Cell,,,9497990002,,0471,2337800,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,AC District Crime Branch,,,9497990003,,0471,,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,Cyber Cell,,10108,9497975998,,0471,2329107,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,Crime Stopper,,10108,,,0471,2329107,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,Commandant AR Camp,,10109,9497990232,,0471,2320746,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,AC ADJ,,10109,9497990248,,0471,2320746,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,AR Camp-1,,10110,,,0471,2321146,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,AR Camp - 2,,10111,,,0471,2320746,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,Mounted Police[RI],,,9497903766,,,,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM CITY,Dog squad [RSI],,,9497903330,,,,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Dog squad [RSI],,,9497990004,,0471,2331403,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Duty Officer/Office,,10112,,,0471,2331843,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Inspector Control Room-1,,10112,949787004,,0471,2331843,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Inspector Control Room-2,,10112,9497987003,,0471,2331843,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Police Control Room,,,,,0471,2335410,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Police Control Room,,,,,0471,2336410,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Police Control Room,,,,,0471,2337410,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Police Canteen ,,,,,0471,2321186,,,,
CATEGORY,SOUTH ZONE,AC Control Room,AC Traffic[ South],,10114,9497990005,,0471,2558724,,,,
CATEGORY,SOUTH ZONE,AC Control Room,AC Traffic [North],,10115,9497990006,,0471,2558721,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Inspector Traffic [South],,10116,9497987002,,0471,2558726,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Inspector Traffic [North],,10117,9497987001,,0471,2558734,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Inspector Vanitha Cell,,,9497987014,,,,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Vanitha Helpline,,,9995399953,,0471,1091,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Traffic PS SI (North),,10256,9497980082,,0471,2558734,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Traffic PS SI (South),,10256,9497980092,,0471,2558726,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Traffic Helpine,,,,,0471,1099,,,,
CATEGORY,SOUTH ZONE,AC Control Room,AC Cantonment,,10118,9497990007,,0471,2331794,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Cantonment PS,,10119,9497987000,,0471,2330248,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Cantonment PS,,,9497980040,,,,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Vanitha PS,,10120,9497980097,,0471,2321555,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Museum PS,,10121,9497987006,,0471,2315096,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Museum PS,,,9497980039,,,,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Poojapura PS,,10122,9497980017,,0471,2350266,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Peroorkada PS,,10123,9497987005,,0471,2433243,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Peroorkada PS,,,9497980011,,,,,,,
CATEGORY,SOUTH ZONE,AC Control Room,VatiyoorKavu PS,,10124,9497980034,,0471,2360690,,,,
CATEGORY,SOUTH ZONE,AC Control Room,Mananthala PS,,,9497980047,,0471,2543100,,,,
CATEGORY,SOUTH ZONE,AC Shanghumugham,AC,,10126,9497990008,,0471,2501801,,,,
CATEGORY,SOUTH ZONE,AC Shanghumugham,Poonthura PS,,10144,9497987009,,0471,2380729,,,,
CATEGORY,SOUTH ZONE,AC Shanghumugham,Poonthura PS,,10125,9497980020,,0471,2380777,,,,
CATEGORY,SOUTH ZONE,AC Shanghumugham,Valiyathura PS,,10127,9497980027,,0471,2501833,,,,
CATEGORY,SOUTH ZONE,AC Shanghumugham,Pettah Ps,,10128,9497980015,,0471,2743195,,,,
CATEGORY,SOUTH ZONE,AC Shanghumugham,Vanchiyoor PS,,10129,9497987007,9497980031,0471,2461129,,,,
CATEGORY,SOUTH ZONE,AC Kazhakuttom Cyber City,AC Kazhakuttom Cyber City,,,9497960113,,,,,,,
CATEGORY,SOUTH ZONE,,Medical College PS,,10130,9497987008,9497980001,0471,2443145,,,,
CATEGORY,SOUTH ZONE,,Sreekariyam PS,,10132,9497980049,,0471,2592100,,,,
CATEGORY,SOUTH ZONE,,Kazhakuttom PS,,10218,9497987018,,0471,2418231,,,,
CATEGORY,SOUTH ZONE,,Kazhakuttom PS,,10217,9497980111,,0471,2418320,,,,
CATEGORY,SOUTH ZONE,,Thumba PS,,10131,9497980025,,0471,2563754,,,,
CATEGORY,SOUTH ZONE,,AC Fort,,10133,9497990009,,0471,2460352,,,,
CATEGORY,SOUTH ZONE,,Fort PS,,10134,9497987010,9497980044,0471,2461105,,,,
CATEGORY,SOUTH ZONE,,Thampanoor PS,,10135,9497987013,9497980046,0471,2326543,,,,
CATEGORY,SOUTH ZONE,,Karamana PS,,10136,9497980038,,0471,2343534,,,,
CATEGORY,SOUTH ZONE,,Nemom PS,,10137,9497987011,9497980009,0471,2390223,,,,
CATEGORY,SOUTH ZONE,,Thiruvallam Ps,,10138,9497980023,,0471,2381148,,,,
CATEGORY,SOUTH ZONE,,Vizhinjam PS,,10139,9497987012,9497980036,0471,2480245,,,,
CATEGORY,SOUTH ZONE,,Kovalam PS,,10140,9497980000,,0471,2480255,,,,
CATEGORY,SOUTH ZONE,,Inspector Coastal PS Vizhinjam,,,9497987478,,0471,2487200,,,,
CATEGORY,SOUTH ZONE,,Coastal PS,,,9497965473,,0471,2487200,,,,
CATEGORY,SOUTH ZONE,,Police Surgeon ,,,,,0471,2445186,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM Rural,District Police Chief,,10200,9497996985,,0471,2300303,,2300303,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM Rural,DY SP (Admin),,10201,9497990012,,0471,2300305,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM Rural,Dpo,,10202,,,0471,2302296,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM Rural,AA,,,9497965326,,0471,2302296,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM Rural,Manager,,,9497965288,,0471,2302296,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM Rural,AO,,,9497965314,,0471,2302296,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM Rural,DY SP Special Branch,,10203,9497990013,,0471,2300304,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM Rural,Dysp DCRB,,10204,9497990014,,0471,2305217,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM Rural,Dysp Narcotic Cell,,10205,9497990016,,0471,2300099,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM Rural,Dysp District crime Branch,,10206,9497990015,,0471,2303066,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM Rural,Controll Room,,,,,0471,2422000,2420700,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM Rural,AR pulinkudy AC-1,,10207,9497990256,,0471,2269752,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM Rural,AR pulinkudy AC-11,,10208,9497990255,,0471,2269022,,,,
CATEGORY,SOUTH ZONE,THIRUVANANTHAPURAM Rural,Inspector Vanitha Cell,,,9497987029,,0471,2302296,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,DYSP ,,10209,9497990019,,0470,2628444,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Attingal PS,,10210,9497987015,,0470,2226444,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Attingal PS,,19204,9497980145,,0470,2622292,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,chirayinkeezhu PS,,10211,9497980105,,0470,2640380,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Mangalapuram PS,,10220,9497980116,,0471,2420275,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Varkala PS,,10213,9497987016,,0470,2602333,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Varkala PS,,10212,9497980135,,0470,2603103,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Kallambalam PS,,10214,9497980108,,0470,2692066,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Ayiroor PS,,10629,9497976051,,0470,2666100,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Kadakkavoor PS,,10215,9497987017,949798106,0470,2656629,2656600,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Anchuthengu PS,,10216,9497980100,,0470,2656641,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Anchuthengu Costal PS,,,9497905895,,0470,2643179,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Kadinamkulam PS,,10219,9497980107,,0471,2750265,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Pothencode PS,,10221,9497960428,9497980148,0471,2716100,2718100,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Vattappara PS,,10224,9497980137,,0472,2585055,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Venjaramoodu PS,,10223,9497987019,,0472,2872023,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Venjaramoodu PS,,10222,9497980140,,0472,                                  2872032,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Pangode PS,,10228,9497980128,,0472,2869223,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Kilimanoor PS,,10226,9497987020,,0470,2672226,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Kilimanoor PS,,10225,9497980113,,0470,2675767,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Pallickal PS,,10227,9497980126,,0470,2682026,,,,
CATEGORY,SOUTH ZONE,DYSP Attingal,Nagaroor PS,,,9497980010,,0470,2678100,,,,
CATEGORY,SOUTH ZONE,Dysp Nedumungad,DySP,,10229,9497990018,,0472,2802333,,,,
CATEGORY,SOUTH ZONE,Dysp Nedumungad,Nedumangad PS,,10231,9497987021,,0472,2802400,,,,
CATEGORY,SOUTH ZONE,Dysp Nedumungad,Nedumangad PS,,10230,9497980118,,0472,2802695,,,,
CATEGORY,SOUTH ZONE,Dysp Nedumungad,Valiyamala PS,,10232,9497980134,,0472,2879100,,,,
CATEGORY,SOUTH ZONE,Dysp Nedumungad,Aruvikkara PS,,,9497980121,,0472,2887100,,,,
CATEGORY,SOUTH ZONE,Dysp Nedumungad,Arynad PS,,10234,9497987022,,0472,2852033,,,,
CATEGORY,SOUTH ZONE,Dysp Nedumungad,Arynad PS,,10233,9497980101,,0472,2853233,,,,
CATEGORY,SOUTH ZONE,Dysp Nedumungad,Neyyardam PS,,10242,9497980122,,0471,2272266,,,,
CATEGORY,SOUTH ZONE,Dysp Nedumungad,palode PS,,10236,9497987023,9497980127,0472,2840260,,,,
CATEGORY,SOUTH ZONE,Dysp Nedumungad,Vithura PS,,10237,9497980143,,0472,2856243,,,,
CATEGORY,SOUTH ZONE,Dysp Nedumungad,Ponmudi PS,,10238,                                                                     94979 80131,,0471 , 2890222,,,,
CATEGORY,SOUTH ZONE,Dysp Nedumungad,Kattakada PS,,10240,                                                                     94979 87024,,0471 ,2290223,,,,
CATEGORY,SOUTH ZONE,Dysp Nedumungad,Kattakada PS,,10239,9497980110,,0471,2290273,,,,
CATEGORY,SOUTH ZONE,Dysp Nedumungad,Maranallor PS,,10243,                                                                     94979 80149,,0471 ,  2299100,,,,
CATEGORY,SOUTH ZONE,Dysp Nedumungad,Malayinkeezh PS,,10241,                                                                     94979 81340,,0471 ,  2282023 ,,,,
CATEGORY,SOUTH ZONE,Dysp Nedumungad,Malayinkeezh PS,,,                                                                      94979 80115,,0471 ,2284000,,,,
CATEGORY,SOUTH ZONE,Dysp Nedumungad,Vilappilssala PS,,10235,                                                                     94979 80142,,0471 , 2289060 ,,,,
CATEGORY,SOUTH ZONE,Dy SP Neyyattinkara,DySP,,10244,                                                                      94979 90017,,0471 ,2222288,,,,
CATEGORY,SOUTH ZONE,Dy SP Neyyattinkara,Neyyattinkara PS,,10246,                                                                     94979 80123,,0471 ,   2222222,,,,
CATEGORY,SOUTH ZONE,Dy SP Neyyattinkara,Balaramapuram PS,,10249,                                                                    94979 87025,                                                                     94979 80103,0471,2400366,,,,
CATEGORY,SOUTH ZONE,Dy SP Neyyattinkara,Naruvamoodu PS,,,                                                                    94979 80104,,0471, 2399377,,,,
CATEGORY,SOUTH ZONE,Dy SP Neyyattinkara,Marayamuttom PS,,,                                                                    94979 75106,,0471,2277255,,,,
CATEGORY,SOUTH ZONE,Dy SP Neyyattinkara,Vellarada PS,,10247,                                                                    94979 87028,                                                                    9497980138,0471,2242023,,,,
CATEGORY,SOUTH ZONE,Dy SP Neyyattinkara,Aryancode PS,,10248,                                                                   94979 80144,,0471,2256223,,,,
CATEGORY,SOUTH ZONE,Dy SP Neyyattinkara,Poovar PS,,10250,                                                                  94979 87026 ,                                                                   94979 80132,0471, 2211100,,,,
CATEGORY,SOUTH ZONE,Dy SP Neyyattinkara,Poovar Coastal PS,,,9497905890,,0471,2210200,,,,
CATEGORY,SOUTH ZONE,Dy SP Neyyattinkara,Kanjiramkulam PS,,10251,                                                                  94979 80109,,0471,   2261100,,,,
CATEGORY,SOUTH ZONE,Dy SP Neyyattinkara,Parassala PS,,10253,                                                                   94979 87027,,0471, 2202023,,,,
CATEGORY,SOUTH ZONE,Dy SP Neyyattinkara,Parassala PS,,10252,                                                                       9497980129,,0471,2200023,,,,
CATEGORY,SOUTH ZONE,Dy SP Neyyattinkara,Pozhiyoor PS,,10254,                                                                     94979 80133,,0471,  2212100,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,DISTRIC POLICE CHIEF,,11000,9497996984,,0474,2764422,,2744165,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,ACP[Admn],,11001,9497990020,,0474,2744165,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,cpo,,11001,,,0474,2744165,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,AA,,11001,9497965327,,0474,2744165,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,manager,,11001,9497965288,,0474,2744165,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,AO,,11001,9497907119,,0474,2744165,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,AC SPECIAL BRANCH,,11003,9497990024,,0474,2742265,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,AC DCRB,,11004,9497990021,,0474,2751098,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,AC Distric crime Branch,,,9497990023,,0474,2744165,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Inspector Women cell,,,9497987045,,,,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Vanitha PS Kollam,,,9497960632,,0474,2764579,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Women Cell,,,"9497980222
9497960853",,,,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Crime stopper,,11005,,,0474,2763694,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,DC AR,,11006,9497990233,,0474,2742970,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,AC ADJ,,,9497990257,,,,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,AR Camp,,11006,,,0474,2742970,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,AC Kollam,,11008,94979 90025,,0474,2742376,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Kollam East PS,,11010,94979 87030 ,,0474,2742072,,, ,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Kollam East PS,,11009,94979 80175,,0474,2742400,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Pallithottam PS ,,11014,94979 80198,,0474,2742042,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Inspector Police Control Room,,,94979 75156,,0474,"2746000
2746100",,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Eravipuram PS,,11011,94979 80216,,0474,2723626,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,,,,94979 80215,,0474 ,2726155,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Kilikolloor PS,,11012,94979 80174,,0474,2711155,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Kollam West PS,,11013,94979 87031,94979 80181,0474,2795086,2790754,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Traffic PS,,11015,94979 30863,,0474,2745298,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Anchalummoodu PS,,11024,94979 80159,,0474,2552682,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Sakthikulangara PS,,11034,94979 80209,,0474,2770966,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,"Inspector Coastal PS, Neendakara",,11054,94979 87044,,0476,2685200,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Neendakara Coastal PS,,11054,94979 60685,,0476,2685200,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,AC Chathannoor,,,94979 90022,,0474,2590666,,,0,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Kottiyam PS,,11020,94979 87033,94979 80189,0474,2530100,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Chathannoor PS,,11019,94979 80162,,0474,2593250,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Paravoor PS,,11016,94979 87032,94979 80200,0474,2512344,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Parippally PS,,11017,94979 80201,,0474,2572065,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,AC Karunagapally,,11025,94979 90027,,0476,2623255,,,,
CATEGORY,SOUTH ZONE,KOLLAM CITY,Karunagapally PS ,,11027,94979 87035,,0476,2620233,,,,
